id,round_id,home_team_id,away_team_id,kickoff,home_score,away_score,status,odds_home,odds_draw,odds_away,odds_updated_at,created_at,is_third_place,pens_winner_id,match_number,venue,confirmed,elapsed_minutes,api_status,odds_home_prev,odds_draw_prev,odds_away_prev,expected_home_score,expected_away_score
6182cc0b-a324-4530-81e4-ba352565140b,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,2026-07-06 00:00:00+00,2,3,complete,3.00,3.00,2.40,,2026-04-19 19:45:22.650156+00,false,,92,Mexico City,true,,FINISHED,3,3,2.4,,
61a1b8a8-c713-460a-989e-9a4494ed4758,5b9456a0-db45-445f-87a0-58737bb89313,b6afbe52-5067-4263-a750-6101f6efedc0,52eaa3b4-081b-4393-b291-d69c644c612e,2026-06-28 02:00:00+00,3,3,complete,3.50,2.25,2.62,,2026-04-14 18:08:42.801797+00,false,,69,Kansas City,true,,FINISHED,3.5,2.25,2.62,0,1
623afe5d-5dc9-413f-8931-6f08795bf386,5b9456a0-db45-445f-87a0-58737bb89313,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,f959649f-d7be-48e3-9129-58e7fc519606,2026-06-27 03:00:00+00,1,1,complete,2.40,2.70,3.30,,2026-04-14 18:08:42.801797+00,false,,63,Seattle,true,,FINISHED,2.45,2.7,3.3,2,1
6398048c-047b-4f02-81dc-7b7449e3bc5e,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,95b1e39e-97c3-4d45-9714-3f507d7c52f1,b6afbe52-5067-4263-a750-6101f6efedc0,2026-06-17 01:00:00+00,3,0,complete,1.40,4.20,7.50,,2026-04-14 18:08:42.801797+00,false,,19,Kansas City,true,,FINISHED,1.4,4.2,8,,
63b7d74c-799e-46b5-a7ca-282dfb8fcecb,5f39c536-340b-4981-b59a-4a9d7aff9e1e,1b2fe4cc-3105-4e0b-b1ff-06f91c466ef7,a681c714-630a-487f-b167-9cefea486591,2026-07-01 16:00:00+00,2,1,complete,1.25,5.00,12.00,,2026-04-19 19:45:22.650156+00,false,,80,Atlanta,true,,FINISHED,1.29,5,11,,
64167916-7a8e-4126-bdc2-445e6dfd9cd8,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,52eaa3b4-081b-4393-b291-d69c644c612e,aa0baf4e-af82-4020-9093-715971d63105,2026-06-17 04:00:00+00,3,1,complete,1.33,4.80,8.50,,2026-04-14 18:08:42.801797+00,false,,20,San Francisco,true,,FINISHED,1.36,4.8,7.5,3,1
67423ac2-4ae3-42ec-b786-c3b824a15d4e,5b9456a0-db45-445f-87a0-58737bb89313,87881cf2-7a14-4afa-9912-0ef5b2672387,6527ec07-bc6b-4b53-8bff-90b6f622aece,2026-06-26 02:00:00+00,3,2,complete,3.60,3.90,1.83,,2026-04-14 18:08:42.801797+00,false,,59,Los Angeles,true,,FINISHED,3.6,3.9,1.83,1,2
674d531c-ea1e-4fb8-b533-cb72f31d2a07,5f39c536-340b-4981-b59a-4a9d7aff9e1e,e171e736-56f2-44fa-92b5-b0653ea2ce2a,61d8b501-96d1-4043-a2b7-de27e9b137d7,2026-07-04 01:30:00+00,1,0,complete,1.40,4.00,7.50,,2026-04-19 19:45:29.973987+00,false,,87,Kansas City,true,,FINISHED,1.4,4,8.5,,
6938c7c1-9273-4bf2-a558-80824e54a458,5f39c536-340b-4981-b59a-4a9d7aff9e1e,cba2c884-3603-4b90-976e-49389b04f562,66a8014f-0009-400e-928c-6b28cb8dab1f,2026-06-29 17:00:00+00,2,1,complete,1.73,3.50,4.80,,2026-04-19 19:45:29.973987+00,false,,76,Houston,true,,FINISHED,1.7,3.6,5,,
6f06c3af-317c-463e-a28b-d6fb9dd411ec,c22e6746-73c1-4060-9194-eb35359c955e,87881cf2-7a14-4afa-9912-0ef5b2672387,c8e5c035-af92-4497-b96c-82f2c0a15214,2026-06-20 03:00:00+00,0,1,complete,2.00,3.25,3.60,,2026-04-14 18:08:42.801797+00,false,,31,San Francisco,true,,FINISHED,2,3.2,3.8,2,2
71d5d345-eb38-4189-a48d-bbfdc2fd74da,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,cba2c884-3603-4b90-976e-49389b04f562,fcc03c57-8857-4986-98b0-0e30fb42ab2a,2026-06-13 22:00:00+00,1,1,complete,1.60,3.90,5.00,,2026-04-14 18:08:42.801797+00,false,,7,New York,true,,FINISHED,,,,,
720da904-3561-4abe-948d-4165be6de275,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,151a98cf-99e8-4e7a-ab57-396a13db4a72,2026-06-16 19:00:00+00,3,1,complete,1.44,4.20,6.00,,2026-04-14 18:08:42.801797+00,false,,17,New York,true,,FINISHED,1.44,4.2,6.5,,
75b95055-eae5-422d-95d9-f53306255944,5b9456a0-db45-445f-87a0-58737bb89313,1270b02b-ff92-4068-a52e-ae90bcae805b,622bb3ef-bc6e-4c9a-9efe-aae4d0f95822,2026-06-27 00:00:00+00,0,0,complete,2.62,3.10,2.62,,2026-04-14 18:08:42.801797+00,false,,65,Houston,true,,FINISHED,2.62,3.1,2.62,1,2
799ad195-8136-4549-b477-95fe02eaef8e,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,ef919163-49fb-4cc5-ab4e-f55d9419d806,e171e736-56f2-44fa-92b5-b0653ea2ce2a,2026-06-18 02:00:00+00,1,3,complete,8.50,4.40,1.36,,2026-04-14 18:08:42.801797+00,false,,24,Mexico City,true,,FINISHED,9,4.5,1.36,1,3
7a30db92-79a3-4444-92aa-08ab3f769fba,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,f959649f-d7be-48e3-9129-58e7fc519606,a760ffb3-5775-4d7d-b803-cf0087525d91,2026-06-16 01:00:00+00,2,2,complete,1.73,3.50,4.75,,2026-04-14 18:08:42.801797+00,false,,15,Los Angeles,true,,FINISHED,1.75,3.5,4.6,,
7a401e03-6574-47d7-b91c-a7de7c3ed1dd,aa9754bd-50eb-4785-8698-e56c6d3cb661,6ea9375b-d599-463f-96e6-c87d9209e9b2,8682004e-e186-4705-aa29-9704b2815dc4,2026-07-10 19:00:00+00,2,1,complete,1.62,3.80,5.00,,2026-04-19 19:45:22.650156+00,false,,98,Los Angeles,true,,FINISHED,1.6,3.8,5.5,,
7b1532a6-5ab7-4341-96ab-1788fc4f97e1,5f39c536-340b-4981-b59a-4a9d7aff9e1e,6ea9375b-d599-463f-96e6-c87d9209e9b2,52eaa3b4-081b-4393-b291-d69c644c612e,2026-07-02 19:00:00+00,3,0,complete,1.33,4.80,9.00,,2026-04-19 19:45:22.650156+00,false,,84,Los Angeles,true,,FINISHED,1.33,4.8,9,,
7bb5f910-03ca-4de7-abb9-96cb4ec53f63,5b9456a0-db45-445f-87a0-58737bb89313,20e98c7a-4548-44f8-964d-7aba42ae7624,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,2026-06-26 19:00:00+00,1,4,complete,4.60,4.33,1.62,,2026-04-14 18:08:42.801797+00,false,,61,Boston,true,,FINISHED,4.5,4.33,1.62,0,1
7c21e0db-01cc-4536-bfe0-c6c4997e76ad,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,54ef8b7c-5afd-4a48-a3b9-d6701dd757f9,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,2026-06-14 23:00:00+00,1,0,complete,3.10,2.90,2.40,,2026-04-14 18:08:42.801797+00,false,,9,Philadelphia,true,,FINISHED,,,,,
7d4539bf-823e-4e2f-bf44-76939f82f166,c22e6746-73c1-4060-9194-eb35359c955e,8d109cbf-133f-496a-b5b7-3f75a0ec1dcd,8cccecd8-b1ab-4159-bf35-29ef0db369c4,2026-06-23 23:00:00+00,0,1,complete,6.50,4.00,1.44,,2026-04-14 18:08:42.801797+00,false,,46,Toronto,true,,FINISHED,6.5,3.8,1.5,0,1
7ea5f707-1221-4f5e-afd4-b87a6704c790,5f39c536-340b-4981-b59a-4a9d7aff9e1e,9507020f-6157-4043-ae5b-72ca12dea41e,4f0f3776-f99f-4c06-9eb4-0acd2825d8c2,2026-06-28 19:00:00+00,0,1,complete,5.50,3.50,1.67,,2026-04-19 19:45:29.973987+00,false,,73,Los Angeles,true,,FINISHED,5.5,3.5,1.62,,
7f870462-0943-4624-8daa-38ddf5354a2f,5b9456a0-db45-445f-87a0-58737bb89313,e171e736-56f2-44fa-92b5-b0653ea2ce2a,eaca3063-d90c-4007-b3d8-ba829b3ee14e,2026-06-27 23:30:00+00,0,0,complete,3.40,3.60,1.95,,2026-04-14 18:08:42.801797+00,false,,71,Miami,true,,FINISHED,3.9,3.6,1.85,1,3
84b62dcf-7110-46f4-ac2c-d4d5ccfbce8b,c22e6746-73c1-4060-9194-eb35359c955e,d6209663-7a5c-4736-b346-cde299b554b2,9507020f-6157-4043-ae5b-72ca12dea41e,2026-06-18 16:00:00+00,1,1,complete,1.80,3.40,4.40,,2026-04-14 18:08:42.801797+00,false,,25,Atlanta,true,,FINISHED,1.75,3.5,4.33,3,1
89faf49a-c4d3-43da-9c28-461f46e56075,5b9456a0-db45-445f-87a0-58737bb89313,c8e5c035-af92-4497-b96c-82f2c0a15214,f99d6725-238c-4d95-8502-9d25b4a6e89e,2026-06-26 02:00:00+00,0,0,complete,2.70,2.25,3.60,,2026-04-14 18:08:42.801797+00,false,,60,San Francisco,true,,FINISHED,2.7,2.25,3.6,1,1
8b43c919-110a-4ae6-9fc8-81acfa9ba2c4,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,9507020f-6157-4043-ae5b-72ca12dea41e,2026-06-11 19:00:00+00,2,0,complete,1.40,4.20,8.00,,2026-04-14 18:08:42.801797+00,false,,1,Mexico City,true,,FINISHED,,,,,
8b694d3b-c857-43c4-a291-9d03ed28a289,5b9456a0-db45-445f-87a0-58737bb89313,cd984ce3-2f2c-41d5-a7ba-137060caf8ae,cffa413c-8c76-45a6-843e-87c34e78e45a,2026-06-25 20:00:00+00,2,1,complete,3.70,3.80,1.85,,2026-04-14 18:08:42.801797+00,false,,56,New York,true,,FINISHED,3.5,3.8,1.85,1,2
8c96ab78-96b6-44ea-bae7-7ceaff6233aa,5f39c536-340b-4981-b59a-4a9d7aff9e1e,f2c7a0c3-9a4c-4e3f-92a3-39abff0ce8e2,910a4a31-591d-4c32-8b57-b0d0bbde5a26,2026-06-30 21:00:00+00,3,0,complete,1.29,5.50,9.50,,2026-04-19 19:45:22.650156+00,false,,77,New York,true,,FINISHED,1.25,5.8,9,,
8dc0c811-0f83-4784-95c6-94cd1691217e,27ce4fc5-3de9-4cf0-bfc5-5fa0addb7081,cba2c884-3603-4b90-976e-49389b04f562,20e98c7a-4548-44f8-964d-7aba42ae7624,2026-07-05 20:00:00+00,1,2,complete,1.80,3.80,4.00,,2026-04-19 19:45:29.973987+00,false,,91,New York,true,,FINISHED,1.85,3.5,4,,
91c61b35-1644-4bca-971a-d9f570efb786,5f39c536-340b-4981-b59a-4a9d7aff9e1e,8682004e-e186-4705-aa29-9704b2815dc4,151a98cf-99e8-4e7a-ab57-396a13db4a72,2026-07-01 20:00:00+00,3,2,complete,2.10,3.40,3.30,,2026-04-19 19:45:29.973987+00,false,,82,Seattle,true,,FINISHED,2.15,3.1,3.3,,
93786882-4ea3-4057-adcd-89e8fe90ba67,5f39c536-340b-4981-b59a-4a9d7aff9e1e,eaca3063-d90c-4007-b3d8-ba829b3ee14e,8cccecd8-b1ab-4159-bf35-29ef0db369c4,2026-07-02 23:00:00+00,2,1,complete,1.65,3.80,4.80,,2026-04-19 19:45:22.650156+00,false,,83,Toronto,true,,FINISHED,1.75,3.4,4.8,,
95e9203a-5dfe-44fe-9946-8e2d0dc2e1a9,c22e6746-73c1-4060-9194-eb35359c955e,e176dd2c-4446-4811-b4cc-fc28e9c2ab25,20160ec3-c507-4fb3-b19d-89cb66c59a98,2026-06-19 01:00:00+00,1,0,complete,2.05,3.10,3.75,,2026-04-14 18:08:42.801797+00,false,,28,Guadalajara,true,,FINISHED,1.95,3.1,3.9,2,1
96886524-a0dc-4126-9d42-ff0050f7fefc,32854b42-0d3a-4e2e-9555-00cd1e6c83c6,8682004e-e186-4705-aa29-9704b2815dc4,ddd77a2f-eb9f-4a20-8ae4-e1ca55c21893,2026-06-15 19:00:00+00,1,1,complete,1.62,3.75,5.00,,2026-04-14 18:08:42.801797+00,false,,16,Seattle,true,,FINISHED,,,,,
96e26051-ad61-49e1-ac36-e36198699a57,5b9456a0-db45-445f-87a0-58737bb89313,aa0baf4e-af82-4020-9093-715971d63105,95b1e39e-97c3-4d45-9714-3f507d7c52f1,2026-06-28 02:00:00+00,1,3,complete,15.00,8.00,1.15,,2026-04-14 18:08:42.801797+00,false,,70,Dallas,true,,FINISHED,13,7,1.17,0,3
97d24d3d-e7f7-4611-b7b3-0609fec069b3,5b9456a0-db45-445f-87a0-58737bb89313,4976e7fd-9b45-4cc7-b741-fe801fcee2d0,600575e1-d737-452a-abec-c6e22da92787,2026-06-24 19:00:00+00,3,1,complete,1.33,5.00,8.00,,2026-04-14 18:08:42.801797+00,false,,52,Seattle,true,,FINISHED,1.4,4.8,6.5,1,0
